product_id,product_name,brand,main_category,countries,ingredient_count,ingredients,nutriscore_grade,ecoscore_grade,energy_kcal_100g,fat_100g,carbohydrates_100g,proteins_100g,source
8715035210301,Teriyakisauce,"Kikkoman, Kikkoman - Kikkoman K.K.",groceries,denmark | france | germany | poland | spain | switzerland | united kingdom,8,soy sauce (water | soybeans | wheat | wine | spirit vinegar | spice extracts | onion powder | garlic powder,e,unknown,99.0,0.0,12.0,7.0,Open Food Facts
6111250472234,Mayonnaise,,groceries,france | morocco,11,huile de colza | vinaigre de table | amidon modifié | jaune d'œuf | jus de citron concentré | conservateurs: sorbate de potassium | benzoate de sodium | épaississants: gomme xanthane | amidon | acidifiant: acide citrique | arôme naturel de moutarde,d,d,653.0,71.1,1.8,1.1,Open Food Facts
8711200461004,Amora Sauce Crudités Caesar Bouteille 380ml,Amora,sauces crudites,france,10,huile de colza | vinaigre de cidre | fromage râpé 3 | amidon modifié de maïs | ail | jaune d'œuf | ail fumé 0 | jus de citron concentré | poivre | stabilisant : gomme xanthane. peut contenir : moutarde,d,d,233.0,22.0,6.1,2.0,Open Food Facts
8480000038401,Guacamole,Hacendado,groceries,spain,10,aguacate | cebolla deshidratada | jalapeño | antioxidantes (ácido ascórbico | ascorbato sódico | citrato sódico | corrector de acidez | conservador | aroma de ajo | cilantro deshidratado,c,c,149.0,13.7,2.0,1.9,Open Food Facts
3660603081980,Mayonnaise,"Heinz, Bénédicta",groceries,france,11,huile de colza | moutarde de dijon 5 | graine de moutarde | vinaigre d'alcool | vinaigre | vinaigre de vin blanc | jus de citron à base de concentré | amidon modifié | épaississant: gomme xanthane | arômes | colorant: bêta carotène,c,c,653.0,71.0,2.1,1.2,Open Food Facts
3660603081867,Mayonnaise,Bénédicta,groceries,france,10,huile de colza | moutarde de dijon 5 | graines de moutarde | vinaigre d'alcool | vinaigre de vin blanc | jus de citron a base de concentré | amidon modifie | epaississant gomme xanthane | arômes | colorant beta carotene,c,c,653.0,71.0,2.1,1.2,Open Food Facts
8901030897542,kissan fresh tomato,Kissan,tomato ketchup,india,9,tomato paste | iodised salt | acidity regulator e260 | stabilizers e1422 | e415 | preservetive e211 | onion power | garlic powder | spices and condiments,e,b,133.0,0.4,31.0,1.1,Open Food Facts
6111250472500,Sauce tomate Bol bol,Tomato Frito,groceries,france | morocco,3,tomate | huile de tournesol | amidon modifié de maïs,c,b,73.0,3.3,8.7,1.3,Open Food Facts
5900783010287,Heinz Zero Sel Ajoute,Heinz,tomato ketchup,france | poland,7,tomates | vinaigre d’alcool | jus de citron à base de concentré | chlorure de potassium | fibres d’agrumes | extrait d’épices et d’herbes | édulcorant,a,a,40.0,0.1,5.9,1.6,Open Food Facts
4002359017841,sauce soja sans sel ajouté,suzi wan,soy sauces,france,4,graines de soja | blé | alcool | vinaigre d'alcool,e,a,99.0,0.5,6.9,9.7,Open Food Facts
8853662056005,Sriracha,Flying Goose Brand,sriracha sauces,belgium | france | germany | morocco | spain | united kingdom,17,siracha chilisauce | scharf dtaten: chli | zucker | wasser | salz | knoblauch | stærk saubrungsmittel: e260 | e330: stabilisator: e415 | rgedienser: chilil | sukke vand | hvidlog | sye: e20 eks | stabilisator: e415 | picante eal. ajo | acd gediertes | estabilizante: e415 | potenciador des sabor: e621,e,unknown,139.0,1.2,28.0,2.3,Open Food Facts
3564700435380,Houmous Purée de pois chiches aux graines de sesames,"Marque Repère, Pic'Express, Tables du Monde",classic hummus,france,15,pois chiches | huile de colza | fromage frais | pâte de graines de sésame | huile d'olive vierge extra | jus de citron à base de concentré | ail | acidifiant : acide citrique | conservateur : e202 | antioxydant : acide ascorbique | épaississant : gomme arabique | extraits de citron. traces de gluten | crustacés | mollusques | œufs et moutarde,c,b,287.0,24.0,10.0,5.9,Open Food Facts
8715700110172,Tomato ketchup -50 % de sucres et sel,Heinz,ketchup,france,5,tomates | vinaigre | extraits d'epices deckel et d'herbes | édulcorant | épice,c,a,64.0,0.1,12.0,1.4,Open Food Facts
5941486000434,Tomi Sweet Ketchup,Tomi,groceries,romania,8,tomato purée | vinegar | wine | modified starch corn | acidifier | preservatives (potassium sorbate | sodium benzoate | flavor of the tomatoes,unknown,b,84.0,0.0,20.0,1.1,Open Food Facts
3660603081911,Sauce crudités nature,Bénédicta,salad dressings,france,10,huile de colza | lait fermenté | moutarde de dijon | graines de moutarde | vinaigre d'alcool | vinaigre de vin blanc | vinaigre d’alcool | amidon modifié | stabilisant : gomme de xanthane | pectine,d,c,287.0,29.0,4.4,0.9,Open Food Facts
3038359011412,Pz sce tom cuis nat 425g f12,Panzani,cooking sauces,france,8,oignons | carottes 3 | huile d'olive vierge | amidon | plantes aromatiques (dont persil 0 | extrait de légumes | ail frais | arôme naturel de laurier,a,b,58.0,2.0,7.9,1.5,Open Food Facts
4056489617181,Tomato Ketchup,"Kania, Lidl, zuckerfrei",ketchup,france | germany | ireland | portugal | spain,10,er ketchup à la tomate avec édulcorants | allégé. &quot | double concentré de tomates. vinaiare d'alcool | amidon modifié | zeste de citron en poudre | oiqnon | ail | édulcorant : sucralose | clous de girofle. après ouverture | 79 459 159 4 &quot,b,a,38.0,0.1,6.7,1.7,Open Food Facts
3265478446003,lesieur,Lesieur,groceries,france | guadeloupe | reunion | switzerland,12,huiles de colza origine france 69 | vinaigres (alcool | vin blanc | moutarde de dijon (4 | graine de moutarde | vinaigre | antioxydant : disulfite de potassium | acidifiant : acide citrique | amidon modifié | jus de citron concentré | colorants : lutéine et extrait de paprika | arôme,c,c,658.0,71.0,3.0,1.0,Open Food Facts
3560070465491,Moutarde à l'ancienne,Carrefour,groceries,france | morocco,7,vinaigre d'alcool | graines de moutarde | téguments de graines de moutarde | acidifiant : acide citrique | arômes | antioxydant : di sulfite de potassium | curcuma,d,a,139.0,10.0,2.3,7.2,Open Food Facts
5000184321071,REAL MAYONNAISE,Hellmann's,groceries,france | germany | ireland | united kingdom,5,rapeseed oil | pasteurised free range egg&egg yolk | spirit vinegar | lemon juice concentrate | paprika extract. ces a good source of omega 3,c,c,720.0,79.0,1.4,1.1,Open Food Facts
3265470036301,La mayonnaise classique bio,Lesieur,groceries,france,7,huile de tournesol | vinaigre d'alcool | jaune d' œuf | amidon | jus de citron concentré | épaississant : gomme xanthane | arôme naturel de moutarde,e,b,664.0,72.0,2.3,1.2,Open Food Facts
3770018934747,Merguez 100% végétales,ACCRO,plant based sausage with wheat or seitan,france,16,protéines végétales (protéine de blé | protéine de pois | huile de tournesol | fibres végétales | enveloppe végétale | arômes naturels | stabilisant méthylcellulose | épices | conservateur : vinaigre tamponné | dextrose | jus concentré de betterave | sirop de sucre caramélisé | ail déshydraté | extrait de malt d'orge | betterave rouge en poudre | jus d'acérola,a,unknown,237.0,16.0,6.0,15.0,Open Food Facts
3011360030504,Mayonnaise fine et douce,Lesieur,groceries,bulgaria | france,7,huiles de colza origine france | vinaigres (alcool | vinaigre de vin blanc | amidon modifié | jus de citron concentré | arôme | colorants : lutéine et extrait de paprika,c,c,653.0,71.0,2.6,0.7,Open Food Facts
3564700010563,Moutarde de Dijon,"Marque Repère, Rustica, Scamark (Filiale E. Leclerc)",groceries,france,4,graines de moutarde | vinaigre d'alcool | acidifiant : acide citrique | conservateur : disulfite de potassium,e,a,145.8,11.0,2.5,7.2,Open Food Facts
4012860003110,Senf,"Bautz'ner, Bautzner",german mustards,germany,7,trinkwasser | senfsaat | branntweinessig | salz | zucker | gewürze | natürliches aroma,d,a,108.0,6.7,2.2,6.1,Open Food Facts
4002359017957,Sauce soja sucrée,Suzi Wan,sauces au soja sucrees,france,4,mélasse | sauce soja (eau | graines de soja | blé,not-applicable,a,249.0,0.3,57.0,4.1,Open Food Facts
8720182609984,Mayonnaise de Dijon,Amora,dijon mayonnaises,france,9,huile de colza | vinaigre de vin blanc | moutarde de dijon (eau | graines de moutarde | vinaigre d'alcool | jaune d'œuf origine france 5 | arômes | épaississant : gomme xanthane | colorants : lutéine et extrait de paprika,e,d,648.0,70.0,1.6,1.2,Open Food Facts
3036810281183,Sauce salade légère à la moutarde à l'ancienne,lesieur,groceries,france,12,huile de colza | vinaigre de vin blanc | lait écrémé reconstitué | moutarde à l'ancienne (vinaigre | graines de moutarde | téguments de moutarde | épices | amidon modifié | jus de citron concentré | épaississant : gomme xanthane | colorant: lutéine | arôme,unknown,d,184.0,17.0,6.6,0.7,Open Food Facts
3280220109142,Guacamole,Florette,groceries,france,10,avocado | onion | red pepper | dehydrated onion | coriander | antioxidant: e300 | thickener: e401 | acidifier: e330 | jalapeno pepper | garlic,b,c,183.0,16.2,4.7,2.4,Open Food Facts
6194049100105,Harissa du Cap-Bon,Le phare du Cap-Bon,harissa du cap bon,belgium | france | germany | switzerland,5,red hot pepper | garlic | coriander | caraway | acid: citric acid,not-applicable,c,72.0,1.0,11.0,2.9,Open Food Facts
8410127050819,Great Mayonnaise,"Hellmann's, Unilever",mayonnaises,france | spain,9,aceite de soja | vinagre de vino blanco | yema de huevo pasteurizada | zumo de limón concentrado | extracto de pimentón | almidón modificado | antioxidante | aroma | colorante,c,d,554.0,61.0,2.2,0.8,Open Food Facts
8715700421841,SAUCE AMERICAN BURGER,Heinz,groceries,france,16,sunflower oil | tomato puree | alcohol vinegar | glucose fructose syrup | egg yolk | modified starch | barley malt vinegar | molasses | inverted sugar syrup | mustard powder | onion | tamarind extract | garlic | lemon oil | thickeners (xanthan gum | guar gum,e,d,372.0,35.5,12.0,0.9,Open Food Facts
3256220875370,Houmous aux pois chiches et pâte de sésame,"U, U Saveurs",hummus,france,7,pois chiches cuits décongelés | huile de colza | pâte de graines de sésame 9 | ail en poudre | acidifiants: acide citrique | acide lactique | conserva teur: sorbate de potassium,b,a,329.0,28.0,8.2,6.7,Open Food Facts
20003937,Bolognese,Combino,groceries,austria | bulgaria | finland | france | germany | sweden | switzerland,13,wasser | rindfleisch | tomatenmark doppelt konzentriert | zwiebeln | karotten | zucker | modifizierte maisstärke | speisesalz | sonnenblumenöl | säuerungsmittel: milchsäure | knoblauch | kräuter | gewürze,c,e,82.0,4.3,6.3,3.9,Open Food Facts
8410076470553,Sauce à cuisiner Fajita,Old El Paso,pimented tomato sauces,france | germany | switzerland,19,tomates en morceaux | concentré de tomate | oignon | poivrons jaune | poivrons rouges | poivrons verts | amidon modifié | protéines hydrolisées de soja | correcteurs d'acidité: acetate de sodium | acide citrique | oignon en poudre | sel de mer | épices | arôme | arôme naturel | arome de fumée | ail en poudre | extrait de levure | affermissant: chlorure de calcium,c,a,41.0,0.4,7.3,1.3,Open Food Facts
8720182305930,Sauce Algérienne,Amora,sauces algériennes,france | morocco,13,huile de colza | vinaigre d'alcool | purée de tomates triple concentrée | amidon modifié de maïs | oignon 2 | jaune d'œuf | oignon en poudre | arômes naturels | épices (piment de cayenne 0 | paprika | conservateur : acide sorbique | épaississant : gomme xanthane | extrait de paprika. peut contenir : moutarde,d,unknown,293.0,26.0,13.0,1.0,Open Food Facts
3256228666123,Houmous 160g,"U, U Bio",groceries,france,7,pois chiches cuits | huile de tournesol | pâte de graines de sésame 6 | huile d'olive vierge extra | jus de citron | acidifiants : acide citrique et acide lactique | ail en poudre . traces éventuelles d'arachides,c,a-plus,312.0,27.0,9.5,6.3,Open Food Facts
3011360030474,Mayonnaise classique,Lesieur,groceries,france,13,huiles de colza origine france | jaunes d' oeufs de poules élevées en plein air | vinaigres (alcool | vin blanc | moutarde de dijon (eau | graine de moutarde | vinaigre | antioxydant : disulfite de potassium | acidifiant : acide citrique | amidon modifié | jus de citron concentré | colorants : lutéine et extrait de paprika | arôme,e,c,658.0,71.0,2.8,1.0,Open Food Facts
3104710011831,Moutarde aigre-douce,Kühne,sweet mustards,france,8,vinaigre d'alcool | graines de moutarde | miel destiné à l'industrie | colorant : caramel ordinaire | épice | acićifant: adde citrique | antioxydant : disulfite de potasum | arômes naturels de cannelle,e,a,148.0,2.4,24.9,5.1,Open Food Facts
3560070957248,Mayonnaise à la moutarde de Dijon,Classic',groceries,france | morocco,14,huile de colza | vinaigre d'alcool | amidon modifié de maïs | moutarde de dijon (eau | graines de moutarde | acidifiant : acide citrique | jaune d' oeuf de poules élevées en plein air 2 | amidon de maïs | arôme naturel de moutarde | fibre d'agrume | épaississant : gomme guar | colorant : lutéine | jus de citron concentré | arôme naturel de paprika,d,d,285.0,28.0,8.6,0.7,Open Food Facts
5000354908248,Original Custard powder,Bird's,custard powder,france | germany | india | united kingdom,3,corn starch | starch | e160b,b,a,,,,,Open Food Facts
8480000171283,Tomate frito con aceite de oliva,Hacendado,groceries,france | germany | spain,6,tomate | aceite de oliva (3 | almidón modificado de maíz | cebolla | ajo | conservador,b,a,77.0,3.5,9.5,1.5,Open Food Facts
8722700202387,Amora Moutarde Douce Flacon Souple 260g,Amora,sweet mustards,france,9,moutarde seeds | alcohol vinegar | sunflower oil | dextrose | moutarde flour | stabilizer: xanthan gum | acidifier: citric acid | natural aromas | preservative: e224,e,b,198.0,16.0,5.7,5.2,Open Food Facts
4088600003429,Houmous,The Deli,classic hummus,ireland | united kingdom,5,cooked chickpeas (chickpeas | rapeseed oil | sesame seed paste | concentrated lemon juice | garlic purée,b,b,302.0,23.4,12.4,7.8,Open Food Facts
8480000234100,Mostarda,Hacendado,mustards,morocco | portugal | spain,7,alcohol vinegar | mustard seeds | spices (turmeric | red pepper | onion | paprika extracts | natural flavoring,d,b,75.0,5.3,2.3,3.8,Open Food Facts
80042532,Concentrado de tomate,Mutti,groceries,france | germany | italy | morocco | netherlands | new zealand | spain | switzerland,3,tomato | vegetable | fruit vegetable,a,b,96.0,0.2,17.0,4.2,Open Food Facts
3250392547677,Sauce tomate provençale bio 190g,"Fiorini, Intermarché",sauces aux tomates cuisinees,france,9,purée et pulpe de tomates | oignons | carottes | huile de tournesol | sucre de canne | huile d'olive vierge extra | amidon de blé sel marin | épices et plantes aromatiques (dont basilic 0 | arôme naturel de basilic,a,a-plus,64.0,2.6,7.2,1.6,Open Food Facts
3451790961038,Elle & vire sauce bechamel poche 33cl,"Elle & vire, Savencia",aides culinaires salées,france | germany | morocco,9,lait entier | creme | amidon modifié | épaississants : e461 | carraghénanes | farine de graines de caroube | arôme naturel | concentré de carotte | extrait de poivre,c,b,129.0,10.0,6.8,2.8,Open Food Facts
8714100846155,Maille Vinaigrette Légère aux 3 Vinaigres Pointe d'Orange 36cl,"Maille, Unilever",groceries,france | germany,10,sunflower oil ( in water | aceto balsamico di modena (wine vinegar | concentrated grape must | white wine vinegar | wine vinegar street | extra virgin olive oil | orange juice concentrate | thickeners carraqhénanes and xanthan gum | caramel colour e150c | protected geographical indication,not-applicable,c,345.0,35.0,5.0,0.5,Open Food Facts
5000157079602,Tomato Ketchup,Heinz,tomato ketchup,france | ireland | united kingdom,4,tomatoes | spirit vinegar | spice and herb extracts | sweetener,c,a,66.67,0.1,12.0,1.4,Open Food Facts
3560071181581,Mayonnaise à la moutarde de Dijon,"Carrefour BIO, Carrefour",groceries,france,9,huile de tournesol | jaune d' œuf | moutarde de dijon [vinaigre de cidre | graines de moutarde | acidifiant : acide citrique] | vinaigre d'alcool | sucre de canne | arôme naturel de moutarde | biologique,e,b,733.0,80.0,2.8,1.3,Open Food Facts
5011308303187,Sauce Tikka Masala,Patak's,groceries,france,18,tomates | yaourt | concentré de tomates | huile de colza | crème liquide | amidon de mais modifié | épices moulues [cumin (0 | coriandre (0 | paprika (0 | épices | paprika fume (0 | oignon sec | purée d'al | purée de gingembre | acidifiants | extrait de paprika | graines de cumin (0 | feuilles de coriandre séchées (0,c,a,69.0,3.3,7.7,1.5,Open Food Facts
3560071420277,Pesto alla Genovese,"Carrefour BIO, Carrefour",green pestos,belgium | france | italy | spain,13,basilic | huile de tournesol | noix de cajou | fromage parmigiano reggiano aop 6 | huile d'olive vierge extra | fibres d' avoine | pignons de pin | correcteur d'acidité : acide lactique | ail déshydraté | arachides | œufs | céleri | poissons et soja,d,b,321.0,30.0,6.5,5.8,Open Food Facts
8005110172106,Polpa,Mutti,groceries,australia | france | germany | italy,3,tomato | vegetable | fruit vegetable,a,a-plus,12.38,0.2,3.9,1.2,Open Food Facts
8410076350213,Salsa dip mild,Old El Paso,groceries,france | switzerland,15,chopped tomatoes | onions | tomato paste | green peppers | vinegar | grated onions | onion powder | chili pepper (0 | concentrated lemon juice | thickener: xanthan gum | garlic powder | corrector of acidity: citric acid | firming: calcium chloride | oregano | paprika extract,c,a,39.0,0.5,6.8,1.5,Open Food Facts
3700935390142,Pesto,Garofalo France,groceries,france,10,pulpe et purée de tomates | huile de tournesol | tomates séchées réhydratées | pecorino romano aop | farine et concassé de noix de cajou | basilic | arômes naturels | ail | acidifiant : acide lactique | correcteur d'acidité : acide citrique,e,d,377.0,35.0,9.0,5.5,Open Food Facts
3038359011467,Panzani sauce provencale nat 650g f12,PANZANI,tomato sauces with vegetables,france,8,carottes | oignons | huile d'olive vierge | amidon | persil | herbes de provence 0 | arômes naturels d'herbes | extrait d'oignon,a,b,56.0,1.8,7.8,1.5,Open Food Facts
4337256690508,Remoulade,"Ja!, Rewe",remoulade,germany | morocco,13,rapsöl | wasser | branntweinessig | senf (wasser | senfsaaten | speisesalz | gewürze | zucker | eigelb 2 | kräuter | stärke | säuerungsmittel | antioxidationsmittel,d,unknown,601.0,64.0,5.0,0.6,Open Food Facts
7613032921767,Tomate frito,"Nestlé, Solís",fried tomato sauces,andorra | france | morocco | spain,8,tomate | concentrado de tomate | aceite de girasol | almidón modificado de maiz | aroma | cebolla | ajo | pimienta blanca,c,a,70.0,3.1,8.7,1.2,Open Food Facts
8076809584548,Sauce Bolognaise Barilla 300g,Barilla,cooking sauces,belgium | france | germany | switzerland,12,pulpe de tomates 22 | concentré de tomates 15 | oignons | viande de boeuf | viande de porc | carottes 6 | céleri | huile de tournesol | amidon de maïs | thym 0 | laurier | poivre noir,c,e,86.0,4.2,6.5,4.5,Open Food Facts
0078895126396,PREMIUM SOY SAUCE,Lee Kum Kee,chinese foods,australia | czech republic | france | germany | ireland | new zealand | united kingdom | united states,9,soya bean | vegetable | legume | pulse | soya | wheat flour | flour | wheat | cereal flour,e,a,92.0,0.5,14.0,7.7,Open Food Facts
6111184002538,Star mayonaise 300ml,Star,groceries,morocco,9,huile de soja | vinaigre de table | jaune d' œufs | moutarde | stabilisants (e412 | e415 | conservateurs: (e202 | e211) et antioxydants:(e330 | e385,unknown,d,563.7,62.1,0.0,1.2,Open Food Facts
3038359007613,Panzani sauce bolognaise pur boeuf 200g,Panzani,sauces pour pates,france,10,pulpe de tomates et concentré de tomates | boeuf français | légumes frais (carottes | oignons | amidon transformé de maïs | huile de tournesol | persil 0 | arômes | ail | poivre,b,f,84.0,4.0,6.5,4.8,Open Food Facts
6111184007656,Sauce Barbecue star 290g,Star,groceries,france | morocco,8,sirop de glucose | vinaigre de table | concentré de tomate | épaississant: amidon modifié | moutarde | colorant: caramel | arôme de fumée et conservateurs (e202 | e211,e,b,143.2,0.2,34.25,1.1,Open Food Facts
3560070669905,Tomates basilic,"Carrefour Classic, Carrefour",groceries,france | morocco | romania,9,pulpe de tomates (tomates | purée de tomates | correcteur d'acidité : acide citrique | oignons | carottes | basilic | huile de tournesol | amidon modifié de maïs | persil,a,a-plus,47.0,1.2,6.9,1.2,Open Food Facts
0043647868039,TOMATO KETCHUP,TIPTREE,groceries,france | germany | spain | united kingdom,3,tomatoes | wine vinegar | lemon juice,c,a,166.0,0.0,40.0,1.8,Open Food Facts
3245390068422,MOUTARDE DE BOURGOGNE IGP,Reflets de France,groceries,france | germany,8,graines de moutarde de bourgogne | vin blanc de bourgogne aligoté aop 16 | raisin | antioxydant : sulfites | saccharose | acidifiant : acide citrique | antioxydant : disulfite de potassium | curcuma,e,a,160.0,12.0,3.7,7.1,Open Food Facts
3560070918157,Sauce tomate au basilic,"Carrefour BIO, Carrefour",groceries,france | spain,9,purée de tomate mi réduite 61 | pulpe de tomates 21 | oignon | carotte | basilic | huile de tournesol | huile d'olive vierge extra | amidon de pomme de terre | céleri et moutarde,a,a-plus,65.0,3.2,6.4,1.5,Open Food Facts
50147588,Colman's English Mustard,Colman's,mustards,germany | ireland | new zealand | switzerland | united kingdom,7,mustard flour | wheat flour (calcium carbonate | iron | niacin | thiamin | turmeric | citric acid,e,a,190.0,10.0,16.0,6.6,Open Food Facts
3250392747756,Houmous - BIO - 160g,"Capitaine Cook, Intermarché, Odyssée",autres tartinables,france,4,pois chiches | huile de colza | pâte de sésame 14 | graines de sésame toastées,b,a-plus,319.0,27.0,7.4,7.6,Open Food Facts
5900783008062,Mayomix,Heinz,mayomix,france,8,huile de colza | purée de tomates mi réduite | vinaigre d'alcool | jaune d'œuf | amidon | graines de moutarde | extraits d'épices et d'herbes | antioxydant,c,d,432.0,40.8,14.7,0.9,Open Food Facts
3564707124973,Moutarde bio à l'ancienne,"Bio Village, Marque Repère",groceries,france,3,graines de moutarde | vinaigre d'alcool | sel. ingrédients issus de l'agriculture biologique,e,a-plus,146.0,11.0,2.2,7.0,Open Food Facts
8005110518003,Sugo con peperoncino,Mutti,pimented tomato sauces,france | germany | italy | united kingdom,13,polpa di pomodoro | passata di pomodoro pizzutello | concentrato di pomodoro 7 | peperone rosso | olio di oliva | cipolla | prezzemolo | peperoncino 0 | basilico | sale | aromi naturali | aglio | estratto di peperoncino,c,a,52.0,2.7,4.6,1.5,Open Food Facts
4056489096382,Sauce à la Provençale,Combino,tomato sauces,france,11,tomates concassées | purées de tomates | légumes ( oignons | carottes | huile de tournesol | persil | amidon modifié de maïs | poivre noir | basilic | thym | feuilles de laurier,a,b,50.0,1.5,7.0,1.4,Open Food Facts
4056489962991,Guacamole w tomato and spices,Chef Select,guacamoles,bulgaria | france | germany | poland | romania,9,avocado | tomate | jalapeño chili | zwiebel | rote zwiebel | limettensaft | koriander | speisesalz | knoblauchgranulat,c,c,183.0,15.3,8.6,1.6,Open Food Facts
3270190136880,Moutarde de Dijon,"Carrefour BIO, Carrefour",groceries,france | morocco | united states,5,mustard seed | condiment | mustard | alcohol vinegar | vinegar,e,a-plus,171.0,13.0,3.5,7.5,Open Food Facts
3564700571170,Pesto Verde,"Marque Repère, Turini",green pestos,france,14,basilic | huile de tournesol | huile d'olive | noix de cajou | fromage 4 | lait | présure | conservateur : lysozyme d'oeuf | yaourt | arôme naturel | fromage pecorino romano aop 1 | ail en poudre | pignons de pin | correcteur d'acidité: acide lactique,d,d,312.0,30.0,5.3,3.7,Open Food Facts
5060228323980,Jalapeño Ramona's Heavenly Houmous,Ramona's,hummus,united kingdom,13,cooked chickpeas (chickpeas | rapeseed oil | tahini | jalapenos (jalapeno peppers | spirit vinegar | firming agent: calcium chloride | acidity regulator: citric acid | garlic powder | modified maize starch | preservative: potassium sorbate | ground cumin | curry powder (mustard | celery,c,b,262.0,20.7,10.3,6.2,Open Food Facts
3760077538680,Pesto rosso,Florelli,red pestos,france,9,tomates séchées réhydratées | purée de tomates 32 | huile de tournesol | vinaigre de vin | basilic | noix de cajou | fromage grana padano aop 2 | huile d'olive | jus de citron. peut contenir des traces d'arachides,d,c,270.0,24.0,10.0,4.2,Open Food Facts
3660603004897,Sauce Bourguignonne,"Heinz, Bénédicta, H.J. Heinz France",groceries,france,8,huile de colza | purée de tomate mi réduite | vinaigre d'alcool | jaunes d’ œufs | amidon modifié | vin rouge de bourgogne | arôme | conservateur : sorbate de potassium,d,b,403.0,36.7,7.6,0.9,Open Food Facts
8076809521543,Ricotta,Barilla,tomato sauces with ricotta,australia | austria | belgium | bulgaria | france | germany | italy | switzerland,15,tomatenfruchtfleisch | ricotta käse | sahne | milch | salz | tomatenmarkkonzentrat | zwiebeln | pflanzliche öle (olive | sonnenblume | grana padano g. u. käse (milch | lysozym aus ei | pecorino romano g. u. käse | aromen | petersilie | zucker,c,a,97.0,5.8,6.8,3.4,Open Food Facts
3660603005122,Mayonnaise,Bénédicta,groceries,france,11,huile de tournesol bio | moutarde de dijon bio (eau | graines de moutarde bio | vinaigre d'alcool bio | jaunes d’ œufs pasteurisés bio 5 | vinaigre de vin blanc bio | jus de citron à base de concentré bio | amidon | épaississant: gomme xanthane | sucre bio | arômes naturels,c,b,646.0,71.0,2.3,1.4,Open Food Facts
3560070323289,Purée de tomate,Carrefour Classic,groceries,belgium | france | italy | morocco | spain,5,tomato puree | vegetable | fruit vegetable | tomato | e330,a,a-plus,23.0,0.0,3.5,1.2,Open Food Facts
20164034,Isliamo,Tomatensauce,tomato purees,bulgaria | czech republic | germany,4,99 | tomaten | speisesalz | säureregulator: citronensäure,a,a-plus,41.0,0.2,6.6,2.1,Open Food Facts
20164041,Sugo al pomodoro con basilico,Italiamo,tomato sauces with basil,belgium | bulgaria | czech republic | france | germany | poland | spain | sweden,5,98 | krossade tomater | basilika | socker | lök. ursprung tomater: italien,a,a,32.0,0.1,5.5,1.6,Open Food Facts
3760128280650,Moutarde de Dijon,Bioster,groceries,france,3,graines de moutarde | vinaigre d'alcool de grains | sel marin. ingrédients d'origine biologique,e,a-plus,157.0,11.7,3.9,7.5,Open Food Facts
5000111041836,Worcestershire Sauce,Lea & Perrins,worcestershire sauces,france | germany | united kingdom,7,malt vinegar | spirit vinegar | molasses | anchovies | tamarind extract | onions | garlic,e,unknown,96.0,0.9,21.0,0.8,Open Food Facts
8410066118700,La sauce tomate cuisinée,Heinz,groceries,france | germany,4,tomates | huiles végétales 3 | tournesol | amidon modifié,c,b,73.0,3.5,9.3,1.1,Open Food Facts
7290104507045,Sabra Houmous Extra,Sabra,hummus,france | united kingdom,6,cooked chickpeas (water | chickpeas | rapeseed oil | sesame seed paste | pine nuts | olive oil (1,c,a,367.0,33.0,9.0,7.0,Open Food Facts
01784060,SO organic Mayonnaise,Sainsbury's,groceries,france | united kingdom,4,organic sunflower oil | pasteurised organic egg yolk | organic spirit vinegar | organic sugar,e,b,695.0,73.8,6.7,1.1,Open Food Facts
3038359011504,Panzani sauce tomate basilic nat 650g f12,Panzani,tomato sauces with basil,france,8,oignons | carottes | huile d'olive vierge | basilic 1 | amidon | arôme naturel | extrait d'oignon | persil,a,a,62.0,2.3,8.0,1.6,Open Food Facts
3245270003826,Mayonnaise traditionnelle,La Tourangelle,mayonnaises,france,9,huile de tournesol | jaune d oeuf (9 | moutarde de dijon (eau | graines de moutarde | vinaigre d'alcool | jus de citron | poivre blanc | paprika | curcuma,d,c,738.0,81.0,0.0,1.8,Open Food Facts
8076809586177,Sauce pesto au basilic et mozzarella Barilla 190g,Barilla,cooking sauces,france | germany,11,huile de tournesol | basilic 8 | crème | fibre de maïs | fromage ricotta | lait | lactosérum en poudre | noix de cajou | arômes naturels | protéines de lait | amidon de riz,e,d,558.0,55.0,12.0,2.9,Open Food Facts
0097339000054,Mexican hot sauce,Valentina,groceries,france | germany | mexico | spain | united states,3,chili pepper | vinegar | sodium benzoate,unknown,unknown,40.0,2.0,2.0,2.0,Open Food Facts
5000157024886,Heinz Beanz in a rich tomato sauce,Heinz,groceries,france | germany | united kingdom,6,beans | tomatoes | spirit vinegar | modified cornflour | spice extracts | herb extract,b,a,19.52,0.34,19.33,4.82,Open Food Facts
8715700411286,Curry Mango sauce flacon 225 g,Heinz,groceries,belgium | france,12,huile de tournesol | vinaigre d'alcool | purée de mangue | lactosérum en poudre | curry en poudre | amidon modifié | épices (contient moutarde | céleri | épaississants (gomme xanthane | gomme de guar | plante aromatique | extrait d'épice,d,b,328.0,28.0,18.0,1.6,Open Food Facts
